title_orig,discounted_price,original_price,units_sold,rating,uses_ad_boosts,product_color,product_variation_size_id,product_variation_inventory,price_difference,total_revenue,potential_revenue,revenue_difference,price_difference_group,uses_ad_boosts_group
Women's Summer Sleeveless Tank Cotton Vest Printed Tank Tops,6.0,7,50,2.67,0,pink,S,46,1.0,300.0,350,50.0,low,no
XS-8XL Plus Size Dresses Summer Fashion Clothes Womens Deep V-neck Sleeveless Maxi Dresses Ladies Casual Spaghetti Strap Loose Beach Wear Floral Printed Halter Party Dress,2.83,3,20000,3.62,1,grey,XS,5,0.1699999999999999,56600.0,60000,3400.0,low,yes
4 Color Spring and Summer Women's Fashion Jumpsuit Casual Loose Solid Tank Jumpsuit Long Suspender Overalls Bib Pants Rompers Wide Leg Pants,7.0,159,5000,3.39,0,armygreen,S,50,152.0,35000.0,795000,760000.0,high,no
Summer Women  Floral Short Dress Spaghetti Strap Sweetheart Sheath Dress,15.0,28,100,3.23,1,blue,S,50,13.0,1500.0,2800,1300.0,high,yes
Women Summer Long Dress Spaghetti Strap V Neck Irregular Hem Holiday Casual Party Dress Sundress Plus Size S-5XL,14.0,68,5000,3.44,1,white,S,50,54.0,70000.0,340000,270000.0,high,yes
New Summer Men Cat Caterpillar Bulldozer Short Pants Sport,12.0,14,10,5.0,0,black,S,50,2.0,120.0,140,20.0,low,no
2020 Women Fashion V-neck Solid Color Slim Fit Casual Cotton Two Pieces Sports Wear,5.8100000000000005,30,100,2.61,0,green,XS,3,24.19,581.0,3000,2419.0,high,no
2020 New Men's Fashion Short Sleeve T-Shirt   Shorts Men Sports Set Men Casual Summer Men's Set,16.0,22,100,3.15,1,grey,M,39,6.0,1600.0,2200,600.0,low,yes
Summer Fashion Women's Seamless Tube Top Basic Long Bandeau Layering Ribbed Stretch Tee,8.0,42,1000,3.95,0,black,M,50,34.0,8000.0,42000,34000.0,high,no
 Women Summer Beach Lace Sleeveless Party Evening Cocktail Skater Mini Dress,12.0,13,10000,3.56,0,white,S,50,1.0,120000.0,130000,10000.0,low,no
Boho Vintage Women Floral Printed Long Dress Sleeveless Summer Ruffle Casual Maxi Tunic Dresses Robes Vestidos,11.0,76,1000,4.1,1,floral,S,50,65.0,11000.0,76000,65000.0,high,yes
Women Two Pieces Floral Print Bikini Set High Waist Sport Shorts Swimsuit Bathing Suit,11.0,14,1000,3.93,0,leopard,S,19,3.0,11000.0,14000,3000.0,low,no
Fashion Women Back Deep V  Backless Vest Tank Sleeveless Slim Tops womens Tshirt,7.0,13,50000,3.35,1,grey,S,50,6.0,350000.0,650000,300000.0,low,yes
Women's Fashion Casual Summer Loose off shoulder Floral print Tops,5.0,5,10000,3.88,1,pink,M,2,0.0,50000.0,50000,0.0,low,yes
2019 Punk Style Women Skeleton Printed Premium Bodycon Slim Fit Soft Elasticity Black Summer Casual Shorts,6.0,47,1000,4.28,0,multicolor,S,50,41.0,6000.0,47000,41000.0,high,no
1PCS Swimwear Monokini Swimsuit Backless Bodysuit Women Swimsuit,11.0,21,1000,4.08,0,white,XXL,17,10.0,11000.0,21000,10000.0,high,no
2019 New Fashion Women Loose Round Neck Dress Short Sleeve Solid Color Casual Dress,1.85,11,100,3.9,0,black,XXS,2,9.15,185.0,1100,915.0,high,no
Summer Quick-Dry Ellesse Shorts Men Siwmwear Beach Shorts Swim Shorts Beach Wear Sports (9 Colors),8.0,56,10000,3.59,1,black,M,50,48.0,80000.0,560000,480000.0,high,yes
Women Fashion  Sleeveless Knit Crop Tops,3.0,3,50000,3.81,0,wine_red,S,50,0.0,150000.0,150000,0.0,low,no
Womens Off Shoulder Casual Loose T-Shirt Tops Printed Summer Blouse Tops Shirt,6.0,17,5000,3.9,1,white,XS,50,11.0,30000.0,85000,55000.0,high,yes
Women's Fashion Summer Clothes Beach Sleeveless Dresses Star Printed Loose V-neck Dress Casual Cotton Party Dress Ladies Fashion Plus Size Mini Dress XS-8XL,3.86,6,50,4.0,0,white,XS,4,2.14,193.0,300,107.0,low,no
Mens Summer Cotton Breathable Solid Color Buttons T-Shirts Casual Slim Short Sleeve Shirt Tops,11.0,17,1000,3.62,0,mintgreen,M,50,6.0,11000.0,17000,6000.0,low,no
2018 Summer Women  Off Shoulder Shirt Casual Half Sleeve Top Ladies Fashion Printing Loose T-shirts Plus Size Cotton Blouse XS-5XL,8.0,140,10000,4.17,1,blue,S,50,132.0,80000.0,1400000,1320000.0,high,yes
Summer mens cool sport suit Sports Wear Casual Jogging Suits Short Sleeve Outfit Sets,11.0,168,10,3.33,0,white,S,3,157.0,110.0,1680,1570.0,high,no
Summer mens cool sport suit Sports Wear Casual Jogging Suits Short Sleeve Outfit Sets,11.0,168,10,3.33,0,white,S,3,157.0,110.0,1680,1570.0,high,no
Women Summer Fashion  Party Dress Irregular Floral Print Backless Bodycon,2.0,8,50,3.88,0,grey,XXS,1,6.0,100.0,400,300.0,low,no
V-neck Wrap Jumpsuit Slim Street Windbreaker 2019 Summer Tight Jumpsuit Women's Drawstring Jumpsuit Jumpsuit Shorts,8.0,9,100,4.08,1,red,M,2,1.0,800.0,900,100.0,low,yes
Women Summer Fashion O-neck Sleeveless Stripes Printing Slim Fit Casual Cotton Tank Top,2.76,17,1000,4.33,1,green,XS,3,14.24,2760.0,17000,14240.0,high,yes
Plus Size Summer Women Casual Sleeveless Rompers Jumpsuits Solid Color Suspender Ttrousers Loose Overalls,3.83,4,100,3.57,0,lightred,XS,1,0.1699999999999999,383.0,400,17.0,low,no
Women&#39;s Fashion Flannel Caroset Pleated Elastic High Waist  Shorts (8 Colors),7.0,9,10000,4.47,1,black,S,50,2.0,70000.0,90000,20000.0,low,yes
5 Colors Women Fashion  Backless Swimming Jumpsuits Slim Fit Spaghetti Strap Camouflage One Piece Swimsuit Bikini Beachwear Bathing Suit,6.0,43,1000,3.46,0,pink,M,15,37.0,6000.0,43000,37000.0,high,no
2019 New Women Fashion  Tank Bone Hand Pattern Print Spaghetti Strap Cotton Tank Tops Summer Women Casual Bodycon Slim Fit Sleeveless Beach Style Vest Plus Size S-5xl,8.0,21,100,4.06,0,white,M,50,13.0,800.0,2100,1300.0,high,no
2020 Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress  Dress,8.0,9,1000,4.16,1,grey,S,50,1.0,8000.0,9000,1000.0,low,yes
Women Summer Shorts Lace Up Elastic Waistband Loose Thin Casual Pants Plus Size S-8XL,2.66,3,100,2.67,1,yellow,S,1,0.3399999999999998,266.0,300,34.0,low,yes
Women Fashion Cocktail Party Evening Maxi Dress Chiffon Summer Beach Lace Gown,8.0,85,20000,3.37,0,multicolor,XL,50,77.0,160000.0,1700000,1540000.0,high,no
Women Lace See Through  Lace up Low Waist Hollow Bikini Lingerie Set,3.67,9,5000,3.32,0,white,XL,15,5.33,18350.0,45000,26650.0,low,no
S-XXL Summer Spring Fashion Women Elastic High Waist Lace Shorts  Short Hot Pants,12.0,81,20000,4.08,0,white,M,50,69.0,240000.0,1620000,1380000.0,high,no
New Women Short Set Fashion Printed Short Sleeve T-shirt and Shorts Pants 2 Pcs Women Sports Yaga Suits 5 Colors,9.0,85,50,4.63,1,white,XS,18,76.0,450.0,4250,3800.0,high,yes
Summer Women  Cropped Tops Fashion Sleeveless Push-up Vests Backless Solid Tank Tops S-2XL,5.0,75,100,3.8,1,black,M,50,70.0,500.0,7500,7000.0,high,yes
Women Tops Tank Bandage Feather Print Sleeveless O-Neck Vest Summer Sport Tank Tops Casual Ladies Blouse T Shirt Plus Size,6.0,6,5000,4.27,0,black,XS,50,0.0,30000.0,30000,0.0,low,no
Woman's Fashion Shirt short Sleeve Casual V-neck T-shirt Skirt Dress,8.0,59,20000,4.03,1,white,S,15,51.0,160000.0,1180000,1020000.0,high,yes
Women Fashion Loose Casual Sleeveless Flower Print V Neck Summer Vest Camisole Casual Plus Size Loose Tank Tops,3.93,24,100,3.54,0,yellow,XS,2,20.07,393.0,2400,2007.0,high,no
Summer Women Boho Maxi Polka Dot Dress Irregular Sleeveless Casual Beach Wear Sundress,6.0,6,100,3.67,1,coffee,XXS,5,0.0,600.0,600,0.0,low,yes
Women's Fashion Faith Letter Print Tees Camisole Off Shoulder T-shirt Summer Ladies Plus Size Short Sleeve Blouse Top,11.0,59,100,4.33,1,white,S,50,48.0,1100.0,5900,4800.0,high,yes
Womens Floral Print Cold Shoulder Ruffled Summer Short Sleeve Flowy Blouse Plus Size  Tops,7.0,26,5000,4.01,0,white,S,50,19.0,35000.0,130000,95000.0,high,no
Summer Women  Casual Loose Sling Dress V-neck Backless Dress Sleeveless Pockets Solid Color Maxi Dress Plus Size,3.0,3,50,4.25,0,orange,XS,1,0.0,150.0,150,0.0,low,no
New Fashion Mens Summer Pants Slacks Shorts Sport Sweatpants Trousers Jogging Hose,5.0,8,5000,3.51,1,grey,XS,1,3.0,25000.0,40000,15000.0,low,yes
Women's Fashion Summer Country Girl Print Sleeveless Tank Top Ladies Skull Print Plus Size Tops Vest,9.0,43,1000,4.74,0,green,S,50,34.0,9000.0,43000,34000.0,high,no
Floral Print Women Dress Short Sleeve Chiffon Long Dress  Women Maxi BOHO Summer Long Evening Party Dress Beach Dress Sundress,11.0,84,20000,3.53,0,brown,XS,50,73.0,220000.0,1680000,1460000.0,high,no
Plus Size Fashion Tops Summer Clothes Women's Casual Short Sleeve Shirts Loose Lace Stitching Blouses Ladies O-neck Solid Color Pleated Cotton T-shirts XS-8XL,3.93,4,100,4.4,1,navyblue,XS,11,0.0699999999999998,393.0,400,7.0,low,yes
Fabric Waist Trainer Vest Hot Shaper Summer Shaperwear Slimming Adjustable Sweat Belt Body Shaper,3.7,9,10,2.25,0,black,XXL,2,5.3,37.0,90,53.0,low,no
Summer Women Fashion Short Dress Sleeveless Waist Dress Camouflage Dress Bodycon Slim Fit Dress Plus Size S-5XL,8.0,51,100,4.29,0,pink,S,50,43.0,800.0,5100,4300.0,high,no
Summer Fashion Trousers Women Leggings Ripped Pants Slim Pants Army Green Tights Pants,3.94,8,100,3.9,0,armygreen,XXS,1,4.0600000000000005,394.0,800,406.0,low,no
Summer Women Round Neck Dress Casual Sleeveless Dress Floral Printed Dress Slim Flower Dress,5.0,5,1000,3.74,1,black_and_green,M,7,0.0,5000.0,5000,0.0,low,yes
2020 Plus Size Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Bohemia Printed Cotton Beach T Shirt,3.7,47,100,3.18,1,pink,XXS,9,43.3,370.0,4700,4330.0,high,yes
 Womens Padded Bra Tops V Neck Camisole Straps Push Up Bra Vest Tank,5.0,5,1000,3.77,1,white,M,50,0.0,5000.0,5000,0.0,low,yes
2020 New Fashion Women Sunflower Criss Cross Bikini Set,16.0,18,100,3.88,0,yellow,M,50,2.0,1600.0,1800,200.0,low,no
XS-6XL New Women's Fashion Summer O-Neck Sleeveless Tank Dress Casual Solid Color Pockets Strap Dress Cotton Linen Off Shoulder Beach Skirt Plus Size Loose A-Line Dresses Ladies Fashion Mini Dress Sundress,3.76,4,1000,3.34,0,orange,XS,3,0.2400000000000002,3760.0,4000,240.0,low,no
New Women Fashion Short Sleeve Shirt Yoga Top Summer Oversize Tee Top Female Girl Casual Graphic Top Round Neck Boho Tee Shirt,8.0,9,5000,4.07,1,blue,S,50,1.0,40000.0,45000,5000.0,low,yes
S-5XL Plus Size Fashion Women Summer Casual Tops Off the Shoulder Sticting Hollow Up Blouses  Short Sleeve Loose Cotton Beach T Shirt,5.0,5,10000,3.94,0,blue,S,10,0.0,50000.0,50000,0.0,low,no
Summer Beach Maxi Dress Women Floral Print Boho Long Dress Femme,5.0,76,1000,3.77,1,black,S,1,71.0,5000.0,76000,71000.0,high,yes
Women Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,15.0,15,3,5.0,0,black,L,50,0.0,45.0,45,0.0,low,no
2018 New ZANZEA Beach Romper Women Jumpsuits Front Zipper Sleeveless  Playsuits,13.0,68,5000,3.97,1,black,M,50,55.0,65000.0,340000,275000.0,high,yes
Women's Fashion Solid Summer Shorts Ladies Casual Short Pants Plus Size S-5XL Beach Shorts,9.0,59,100,3.69,0,beige,S,50,50.0,900.0,5900,5000.0,high,no
Women's Fashion  See Through Crop Top Solid Color Plus Size Summer Tank Top Casual Lace Bralette Top Hollow-out Bras Fitness Short Underwear Casual Bra,5.0,5,100,3.0,0,pink,XS,50,0.0,500.0,500,0.0,low,no
Plus Size Women Print Dress Summer Sundress Cotton Female Lady Vestidos Loose Casual Holiday Maxi Dress Plus,14.0,93,1000,4.24,1,yellow,M,3,79.0,14000.0,93000,79000.0,high,yes
5 Colors Plus Size New Fashion Summer Women's Floral Lace Spaghetti Straps Bra Patchwork Lingerie Top Sleeveless Halter Hollow Out Crop Top Cup Bra,7.0,16,10000,3.94,1,white,L,50,9.0,70000.0,160000,90000.0,low,yes
Plus Size Women  Sleeveless Spaghetti Strap Summer Dress Holiday Party Maxi Dress,13.0,84,10000,4.07,1,black,S,50,71.0,130000.0,840000,710000.0,high,yes
Summer Women’s Fashion Sports Shorts Casual Lace Yoga Shorts Slim Fit Solid Color Shorts Pants,2.0,6,1000,4.03,1,winered,XS,1,4.0,2000.0,6000,4000.0,low,yes
Women’s Fashion Summer Casual Floral Printed V-Neck Sling Dress Bohemian Skirt High Waist Big Swing Dress ,4.73,7,100,4.4,1,green,S,1,2.27,473.00000000000006,700,226.99999999999994,low,yes
Black and White Boho Maxi Long Dress,11.0,37,20000,3.42,0,black,S,50,26.0,220000.0,740000,520000.0,high,no
Womens Beach Long Dress Summer Dress Print Strapless Dresses_MYin,8.0,122,5000,4.0,1,pink,S,1,114.0,40000.0,610000,570000.0,high,yes
 Casual Women  Spring Summer  Sleeveless Shirt Knitted Bottoming Shirt Cami Vest Pullover Bodycon Cotton Fitness Crop Top Ladies Solid Color Plus Size Slim Fit Beach Wear Short Tank Tops,4.74,20,5000,4.05,0,white,S,50,15.26,23700.0,100000,76300.0,high,no
New summer men's sleeveless vest hole camouflage personality fitness vest,8.0,30,100,3.47,0,grey,M,50,22.0,800.0,3000,2200.0,high,no
Boho Summer Dress Women Strappy Lace White Mini Dress Ladies Beach V Neck Party Sundress S-5XL ,5.95,6,100,3.21,1,yellow,XXS,2,0.0499999999999998,595.0,600,5.0,low,yes
Men Summer Color Changing Swim Trunks Fashion Swimming Shorts Beach Swim Shorts Male Briefs Bathing Shorts,3.65,9,100,3.38,1,green,XXS,1,5.35,365.0,900,535.0,low,yes
S-5XL Summer Women Fashion Cross Bandage Crop Top Camisole Casual Sleeveless Tank Top Solid Color Vest Lady Caged Bralette Bra Cami Tank Top Plus Size,2.81,3,5000,3.91,0,white,S,30,0.1899999999999999,14050.0,15000,950.0,low,no
Women Velvet Drawstring Shorts Casual High Waist 2017 Spring Summer  Elegant Skinny Shorts,4.66,5,10000,4.28,0,pink,S,50,0.3399999999999998,46600.0,50000,3400.0,low,no
Women's Active Skort Athletic Stretchy Pleated Tennis Skirt for Running Golf Workout,5.0,5,10,5.0,0,white,S,50,0.0,50.0,50,0.0,low,no
Women Fashion Wolf Print Hollow Out Tank Top Summer Sleeveless Casual Tops,5.0,16,1000,4.23,1,blue,XS,20,11.0,5000.0,16000,11000.0,high,yes
8 Colors Summer Women Anti-Cellulite Yoga Shorts Gym Cellulite Push Up  Workout Fitness Scrunch Thin Skinny  Sports Running Yoga Shorts,8.0,85,100,3.5,0,purple,S,50,77.0,800.0,8500,7700.0,high,no
Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Printed Cotton T Shirt,5.0,5,1000,3.68,1,yellow,S,50,0.0,5000.0,5000,0.0,low,yes
 Women Short Sleeve T-shirt Top Sportwear Shorts Pants Tacksuit Outfit Clothes Sets Jumpsuit Summer,13.0,33,1000,3.88,1,grey,S,50,20.0,13000.0,33000,20000.0,high,yes
 Women Strapless Bikini Push Up One Piece Solid Tankini Summer Plus Size Swimwear,14.0,75,10000,4.15,0,black,S,50,61.0,140000.0,750000,610000.0,high,no
Swimwear Bathing Bikini Set Padded Bandage Bra Push-up Suit Swimsuit Women,6.0,6,20000,3.74,1,white,M,39,0.0,120000.0,120000,0.0,low,yes
Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,5.0,30,100,3.69,0,black,XS,50,25.0,500.0,3000,2500.0,high,no
Summer 2020 Fashionable Women's Solid Color Vest Sleeveless Halter V-Neck Top,5.65,33,10,5.0,0,yellow,XXXXL,50,27.35,56.5,330,273.5,high,no
Summer Women Fashion Double-Layer Sports Shorts Quick-Drying Yoga Sports Leggings Fitness Shorts Skirts,3.76,7,50,3.5,0,white,XXS,5,3.24,188.0,350,162.0,low,no
Hollowing Out Halter Dress Women Summer V Neck Sleeveless Dress,2.8,3,100,3.17,1,grey,XS,10,0.2000000000000001,280.0,300,20.0,low,yes
2020 Summer Fashion Two Piece Suit Bikini Set Casual Low Cut Off Shoulder Tops Ladies Beach Wear High Waist Bikini Backless Bikini Swimsuit Bathing Swimwear,16.0,25,10,4.5,1,white,S,50,9.0,160.0,250,90.0,low,yes
Fashion Women&acute;s Ladies Summer Loose Chiffon Tops Long Sleeve Shirt Casual Blouse,9.0,34,50,4.0,0,camel,S,50,25.0,450.0,1700,1250.0,high,no
2020 New Arrival Women Fashion Short Sleeve Letter Print Casual T-shirts Plus Size Women O-neck Summer Graphic Tees,3.0,26,100,2.0,1,yellow,S,13,23.0,300.0,2600,2300.0,high,yes
Summer Women Lace Hollow Backless Irregular Floral Long Beach Dress,6.0,6,5000,3.83,1,white,XXS,4,0.0,30000.0,30000,0.0,low,yes
Women Sleeveless Spaghetti Strap Solid Color Pleated Dress Casual Loose Ruffle Maxi Dress Plus Size,12.0,72,1000,3.93,0,black,S,50,60.0,12000.0,72000,60000.0,high,no
Summer Women Jurassic Mom of Dino Tank Tops Casual Vest Don't Mess with MamaSaurus You'll Get Jurasskicked Funny Mom Shirt Sleeveless Blouse,6.0,34,100,3.8,0,white,L,50,28.0,600.0,3400,2800.0,high,no
5 Color Women's Fashion Summer Slim Sleeveless Camouflage Print Dress High Waist Lace Up Casual Pocket Mini Dresses Plus Size S-5XL,13.0,13,1000,4.16,0,pink,S,50,0.0,13000.0,13000,0.0,low,no
5 Colors Plus Size New Design  Hot Summer Women Fashion Tops Casual  Floral Lace Spaghetti Straps Bra Patchwork Lingerie Top Sleeveless Halter Hollow Out Crop Top Cup Bra ,9.0,19,5000,3.97,1,white,M,50,10.0,45000.0,95000,50000.0,high,yes
New Women Fashion Solid Color Safety Shorts Yoga Running Shorts Short Leggings with Pockets S-3XL,9.0,26,20000,3.6,0,navyblue,S,50,17.0,180000.0,520000,340000.0,high,no
Women's Elegant Sleeveless Stripe T Shirts Dress Party Dress Big Swing Long Round Neck Maxi Dress Summer Color-block Beach Long Dress Plus Size S-5XL,5.0,5,100,3.06,0,yellow,XS,50,0.0,500.0,500,0.0,low,no
Womens Brief and Comfortable Summer Short Sleeve Baggy Midi Dress Ladies Shift Kaftan Dresses,16.0,84,100,3.41,0,black,S,50,68.0,1600.0,8400,6800.0,high,no
Summer Fashion Trousers Women Leggings Ripped Pants Slim Pants Army Green Tights Pants,11.0,14,20000,3.76,1,black,S,19,3.0,220000.0,280000,60000.0,low,yes
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,2.0,10,100,3.2,0,white,XXS,1,8.0,200.0,1000,800.0,low,no
Summer Women's Fashion Short Sleeve Lace Trim V-neck Pure Color Casual Tops T-shirt,7.0,7,10000,3.55,0,blue,S,50,0.0,70000.0,70000,0.0,low,no
Side Split Letter Print Curved Hem Casual Dress Summer Sport Style T Shirt Dress Plus Size,12.0,26,5000,4.16,0,white,S,50,14.0,60000.0,130000,70000.0,high,no
Summer Shorts Lace Up Elastic Waistband Loose Panties,6.0,32,5000,3.47,0,white,S,50,26.0,30000.0,160000,130000.0,high,no
New Women Fashion Women Yoga butterfly printed Legging High Waist Jeggings Tight Jeans Print Slim Pant Skinny Leggings,8.0,26,1000,4.19,1,grey,S,50,18.0,8000.0,26000,18000.0,high,yes
Fashion Womens Jumpsuit Summer Bib Pants Shorts Casual Loose Sleeveless Rompers Jumpsuit Suspenders Overalls S-5XL,5.0,127,100,2.79,0,orange,S,18,122.0,500.0,12700,12200.0,high,no
2020 Women Fashion V-neck Solid Color Slim Fit Casual Cotton Two Pieces Sports Wear,4.8100000000000005,30,3,5.0,0,green,XS,5,25.19,14.430000000000001,90,75.57,high,no
MXNINA   Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress wmnC16122400387E21,9.0,21,100,3.51,0,green,M,7,12.0,900.0,2100,1200.0,high,no
Summer Women's Wear Lace-up Dress  Fashion V-neck Bohemian Beach Skirt,11.0,70,10,2.0,0,pink,S,1,59.0,110.0,700,590.0,high,no
2019 Summer Women  Off Shoulder Shirt Casual Half Sleeve Top Ladies Fashion Printing Loose T-shirts Plus Size Cotton Blouse XS-5XL,6.0,140,1000,4.09,0,red,XS,44,134.0,6000.0,140000,134000.0,high,no
Ladies Summer Tie Dye Print Short Sleeve Off Shoulder Casual Plus Size Dress,5.0,5,50,5.0,0,yellow,XS,5,0.0,250.0,250,0.0,low,no
Women Summer Sleeveless V-neck Tops Pure Color T-shirt Casual Tank Tops Loose Button-up Blouse Lady Sleeveless Shirts Plus Size Top,11.0,11,1000,3.75,0,purple,S,50,0.0,11000.0,11000,0.0,low,no
Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,5.0,30,100,3.69,0,black,XS,50,25.0,500.0,3000,2500.0,high,no
Cotton Shirt Tops Women's Summer Casual Loose Short-sleeved Printed Ladies Shirt,14.0,25,100,3.8,1,green,XS,2,11.0,1400.0,2500,1100.0,high,yes
Fashion Summer Dress  Women Casual Sleeveless Beach Short Dress Tassel Solid White Mini Lace Dress Plus Size,3.0,3,1000,3.08,1,black,XXS,1,0.0,3000.0,3000,0.0,low,yes
Plus Size Summer Women Casual Sleeveless Rompers Jumpsuits Solid Color Suspender Ttrousers Loose Overalls,3.83,4,100,3.57,0,lightred,XS,1,0.1699999999999999,383.0,400,17.0,low,no
Summer Women Boho Maxi Polka Dot Dress Irregular Sleeveless Casual Beach Wear Sundress,6.0,6,100,3.67,1,coffee,XXS,5,0.0,600.0,600,0.0,low,yes
Women Summer Casual Loose Solid Color Vintage Overalls Strap Long Pants Jumpsuits Rompers Plus Size,12.0,16,10000,3.01,0,winered,S,50,4.0,120000.0,160000,40000.0,low,no
4 Color Spring and Summer Women's Fashion Jumpsuit Casual Loose Solid Tank Jumpsuit Long Suspender Overalls Bib Pants Rompers Wide Leg Pants,7.0,159,5000,3.39,0,armygreen,S,50,152.0,35000.0,795000,760000.0,high,no
Summer Women Fashion Double-Layer Sports Shorts Quick-Drying Yoga Sports Leggings Fitness Shorts Skirts,3.76,7,50,3.5,0,white,XXS,5,3.24,188.0,350,162.0,low,no
Women's Fashion Hollow Out Boho Dress Spring Summer Vintage Loose Lace Lantern Sleeve Short Dress Ruffle Floral V Neckline Tunic Dress Plus Size XXS-5XL,11.0,159,1000,3.67,0,white,XS,50,148.0,11000.0,159000,148000.0,high,no
Women's Round Neck Digital Flower Printed Dress Sleeveless Plus Size Mini Dress,11.0,26,1000,3.95,0,rosered,XXL,50,15.0,11000.0,26000,15000.0,high,no
Summer Vacation Women S-5XL Plus Size V-neck Style  Mini Dress Sleeveless Pure Color Skirt Beach Dress Casual Loose Dress,5.77,9,100,2.9,0,pink,S,50,3.2300000000000004,577.0,900,323.0,low,no
Plus Size Women's Fashion Loose Casual slim Solid color sleeveless Summer Vest camisole tank tops,5.0,5,100,3.91,0,coffee,XS,1,0.0,500.0,500,0.0,low,no
Kawaii Cartoon Avocado Short Sleeve T-shirt Women Casual Avocado Graphic T-shirt Female Tee Summer Women T-shirts Tops,6.0,17,100,3.47,0,green,XXXL,50,11.0,600.0,1700,1100.0,high,no
2019 Summer Ribbed Knitted Tank Top Cool Casual Plain Crop Top,5.0,5,1000,3.34,0,blue,XS,15,0.0,5000.0,5000,0.0,low,no
Women's Summer Sleeveless Tank Cotton Vest Printed Tank Tops,6.0,7,50,2.67,0,pink,S,46,1.0,300.0,350,50.0,low,no
Fashion Womens Jumpsuit Summer Bib Pants Shorts Casual Loose Sleeveless Rompers Jumpsuit Suspenders Overalls S-5XL,5.0,127,100,2.79,0,orange,S,18,122.0,500.0,12700,12200.0,high,no
Plus Size Women's Fashion Chiffon Shirt V-neck Long Sleeve Loose Tops Zipper T-Shirt,2.0,9,100,3.67,1,rose,XS,1,7.0,200.0,900,700.0,low,yes
Women Summer Casual Loose Sling Dress V-neck Backless Long Dress Dress Sleeveless Pockets Solid Color Maxi Dress Plus Size ,4.0,4,100,3.1,1,pink_and_blue,XXS,5,0.0,400.0,400,0.0,low,yes
2018 Black Flora Flower Printed Short Dress Women,11.0,11,10000,3.75,0,black,S,50,0.0,110000.0,110000,0.0,low,no
Fashion Women Jumpsuits Slit Bohemia Maxi Long Dress Womens Printed Dress Rose Boho Beach Shorts,13.0,15,100,3.49,0,green,S,2,2.0,1300.0,1500,200.0,low,no
Women's Shorts Spring Summer Leopard/Multicolor/Black/Red Printed Shorts Casual Short Pants,6.0,17,10000,4.35,0,black,S,3,11.0,60000.0,170000,110000.0,high,no
ZANZEA Women Summer Fashion V Neck Short Sleeve Plain Cotton Ruffle Long Dress,14.0,126,100,4.09,1,winered,S,50,112.0,1400.0,12600,11200.0,high,yes
Summer Women Elastic Waist Cotton Pleated Hem Solid Color Cotton  Patchwork Long Maxi Skirt Saia,14.0,97,100,4.23,0,beige,S,3,83.0,1400.0,9700,8300.0,high,no
Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress  Dress,9.0,9,1000,3.37,0,white,XS,13,0.0,9000.0,9000,0.0,low,no
S-5XL Plus Size New Summer Fashion Skinny Pants Women Elastic Waist Capri Pants Solid Color Drawstring Casual Pants Cotton Short Pants Sportswear Leggings,9.0,48,10000,4.02,1,blue,S,50,39.0,90000.0,480000,390000.0,high,yes
New Summer Women’s Fashion Casual Backless Dress Floral Printed V-Neck Sling Dress High Waist Big Swing Dress ,3.85,7,1000,4.18,1,green,S,1,3.15,3850.0,7000,3150.0,low,yes
NEW Womens Fashion Summer Short Sleeve Long Blouses Deep V-neck Loose Ladies Casual Loose Solid Color Plus Size Beach Wear Cover-up Short Linen Dress Plus Size XS~8XL,8.0,49,1000,3.49,1,lightpurple,XS,2,41.0,8000.0,49000,41000.0,high,yes
 Women One-Piece Push Up Bikini Bandage Monokini Swimsuit Bathing Swimwear,11.0,250,20000,3.64,0,white,S,50,239.0,220000.0,5000000,4780000.0,high,no
Plus Size Women's Fashion Loose Casual sleeveless Floral print Round neck Summer Vest camisole,6.0,6,5000,3.75,0,yellow,XS,7,0.0,30000.0,30000,0.0,low,no
Women Summer Fashion Tank Tops  Sleeveless Crop Tops Casual Style Women Cotton Print Lace Stitching Irregular Blouse Tops（XS-5XL),2.0,2,1000,4.19,0,green,XS,1,0.0,2000.0,2000,0.0,low,no
Summer Women's Fashion Solid Color High Waist Yoga Quick Dry Elastic Short Plus Size,5.0,85,5000,3.7,1,red,XS,2,80.0,25000.0,425000,400000.0,high,yes
Women's Plus Size Flowy Summer Spaghetti Strap Camisoles Tank,9.0,9,20000,4.1,0,coolblack,S,50,0.0,180000.0,180000,0.0,low,no
Summer Women Sling V-Neck  Club Elegant Bodycon Jumpsuit Romper,11.0,11,5000,3.59,1,black,M,50,0.0,55000.0,55000,0.0,low,yes
Women Summer Shorts Lace Up Elastic Waistband Loose Thin Casual Pants Plus Size S-8XL,2.0,2,100,2.57,1,yellow,S,5,0.0,200.0,200,0.0,low,yes
